measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,India,Male,60 to 64,Stroke,Number,2015,74530.1761875,85565.841594,65677.5554182
Incidence,India,Female,60 to 64,Stroke,Number,2015,63938.2540595,73993.479727,56046.8517186
Incidence,India,Male,65 to 69,Stroke,Number,2015,71117.8614746,83753.7845458,60327.6022297
Incidence,India,Female,65 to 69,Stroke,Number,2015,62331.6266177,74206.7027008,52210.9521159
Incidence,India,Male,70 to 74,Stroke,Number,2015,57477.5517783,66733.0000884,49460.4137354
Incidence,India,Female,70 to 74,Stroke,Number,2015,58589.716857,67700.2568382,50349.5218092
Incidence,India,Male,75 to 79,Stroke,Number,2015,38935.8631076,45586.0806885,32698.8344431
Incidence,India,Female,75 to 79,Stroke,Number,2015,54469.7212894,63854.4948661,45449.8547599
Incidence,India,Male,80 plus,Stroke,Number,2015,44010.436356,49187.7318441,39489.3868938
Incidence,India,Female,80 plus,Stroke,Number,2015,65629.2346231,73628.6851791,58707.7789278
Incidence,India,Male,40 to 44,Ischemic heart disease,Number,2010,24801.4416073,32194.9757486,18860.4708957
Incidence,India,Female,40 to 44,Ischemic heart disease,Number,2010,14593.6976913,19771.9666546,10198.8559768
Incidence,India,Male,45 to 49,Ischemic heart disease,Number,2010,38761.2299268,52019.5078404,28122.529281
Incidence,India,Female,45 to 49,Ischemic heart disease,Number,2010,19967.3954492,28153.7635204,13284.9654761
Incidence,India,Male,50 to 54,Ischemic heart disease,Number,2010,55370.8720569,66776.3084933,45122.9154777
Incidence,India,Female,50 to 54,Ischemic heart disease,Number,2010,27553.0045107,35031.7335615,20833.6989376
Incidence,India,Male,55 to 59,Ischemic heart disease,Number,2010,74066.3979156,96704.9096693,54859.0455493
Incidence,India,Female,55 to 59,Ischemic heart disease,Number,2010,38318.071794,51584.7121941,26311.5834837
Incidence,India,Male,60 to 64,Ischemic heart disease,Number,2010,91958.9074595,110837.131904,75532.2791869
Incidence,India,Female,60 to 64,Ischemic heart disease,Number,2010,53609.0219351,65263.4510651,42875.6271203
Incidence,India,Male,65 to 69,Ischemic heart disease,Number,2010,101922.465043,128472.44953,78260.8778761
Incidence,India,Female,65 to 69,Ischemic heart disease,Number,2010,66091.9719075,85238.7684628,50148.4228456
Incidence,India,Male,70 to 74,Ischemic heart disease,Number,2010,95578.593878,115343.074038,79558.432176
Incidence,India,Female,70 to 74,Ischemic heart disease,Number,2010,73974.7306932,89767.8889535,61597.3391423
Incidence,India,Male,75 to 79,Ischemic heart disease,Number,2010,77206.9930736,101176.243279,58304.1024017
Incidence,India,Female,75 to 79,Ischemic heart disease,Number,2010,63901.6310496,83626.0572969,47825.5096934
Incidence,India,Male,80 plus,Ischemic heart disease,Number,2010,77542.8221232,93486.9036807,65028.7374188
Incidence,India,Female,80 plus,Ischemic heart disease,Number,2010,66646.1764679,80034.9665036,55952.7986383
Incidence,India,Male,40 to 44,Stroke,Number,2010,31210.8217001,36464.0896191,26416.6955853
Incidence,India,Female,40 to 44,Stroke,Number,2010,24024.9689534,28108.6306778,20386.1747891
Incidence,India,Male,45 to 49,Stroke,Number,2010,41515.0140516,49680.2080555,34512.0411137
Incidence,India,Female,45 to 49,Stroke,Number,2010,31808.9730405,38605.5854822,26319.5165026
Incidence,India,Male,50 to 54,Stroke,Number,2010,49639.6365961,56668.2542737,43527.9390748
Incidence,India,Female,50 to 54,Stroke,Number,2010,37554.1576023,43326.5387045,32690.5096736
Incidence,India,Male,55 to 59,Stroke,Number,2010,57920.7623203,67245.3236476,49640.8669306
Incidence,India,Female,55 to 59,Stroke,Number,2010,44864.7645062,52706.9313648,38061.0233975
Incidence,India,Male,60 to 64,Stroke,Number,2010,63792.0261929,71608.007717,57111.4036082
Incidence,India,Female,60 to 64,Stroke,Number,2010,51339.8799684,58308.3612968,45649.3086953
Incidence,India,Male,65 to 69,Stroke,Number,2010,64516.0284988,74104.2501912,56007.2539834
Incidence,India,Female,65 to 69,Stroke,Number,2010,53705.2346652,62525.0827295,46186.7948463
Incidence,India,Male,70 to 74,Stroke,Number,2010,51697.9997,58763.3193962,45385.7493673
Incidence,India,Female,70 to 74,Stroke,Number,2010,54724.287699,62053.5969201,47768.0814566
Incidence,India,Male,75 to 79,Stroke,Number,2010,34146.4048008,39037.9639108,29461.3959554
Incidence,India,Female,75 to 79,Stroke,Number,2010,44385.4908472,50784.8125827,38211.2230645
Incidence,India,Male,80 plus,Stroke,Number,2010,36873.5724886,40442.0490136,33654.5142459
Incidence,India,Female,80 plus,Stroke,Number,2010,49270.6140813,53960.4586454,45008.4825312
Incidence,India,Male,40 to 44,Ischemic heart disease,Number,2014,25131.3889398,32776.1597948,18919.1658219
Incidence,India,Female,40 to 44,Ischemic heart disease,Number,2014,15753.9189044,21060.813841,11155.1570857
Incidence,India,Male,45 to 49,Ischemic heart disease,Number,2014,39511.3621111,52861.1680655,28497.664357
Incidence,India,Female,45 to 49,Ischemic heart disease,Number,2014,22667.695022,31715.4079027,15220.3954948
Incidence,India,Male,50 to 54,Ischemic heart disease,Number,2014,56539.3658354,68745.0799198,45210.623817
Incidence,India,Female,50 to 54,Ischemic heart disease,Number,2014,31626.182599,40311.8584992,23813.5678366
Incidence,India,Male,55 to 59,Ischemic heart disease,Number,2014,73405.7343562,96784.2468525,53377.5030004
Incidence,India,Female,55 to 59,Ischemic heart disease,Number,2014,41977.5866594,56356.8283318,28851.3065046
Incidence,India,Male,60 to 64,Ischemic heart disease,Number,2014,94823.4367756,114728.296656,77136.001032
Incidence,India,Female,60 to 64,Ischemic heart disease,Number,2014,60909.135561,74411.1693549,48122.2998344
Incidence,India,Male,65 to 69,Ischemic heart disease,Number,2014,102274.160941,133559.151832,78008.060172
Incidence,India,Female,65 to 69,Ischemic heart disease,Number,2014,71132.2060871,93304.9336877,53308.0963557
Incidence,India,Male,70 to 74,Ischemic heart disease,Number,2014,95899.5002599,117126.682536,79037.0588177
Incidence,India,Female,70 to 74,Ischemic heart disease,Number,2014,73563.4250077,90987.2880338,60484.7574885
Incidence,India,Male,75 to 79,Ischemic heart disease,Number,2014,77719.2154218,102436.181152,58276.3926602
Incidence,India,Female,75 to 79,Ischemic heart disease,Number,2014,70803.0419948,94648.6737786,52133.4229089
Incidence,India,Male,80 plus,Ischemic heart disease,Number,2014,84174.2576642,101693.560059,69492.473481
Incidence,India,Female,80 plus,Ischemic heart disease,Number,2014,80106.2570137,97325.0930608,66190.0267252
Incidence,India,Male,40 to 44,Stroke,Number,2014,32694.3585933,38483.0809745,27331.1810525
Incidence,India,Female,40 to 44,Stroke,Number,2014,26194.4854976,30788.2884787,22044.1611129
Incidence,India,Male,45 to 49,Stroke,Number,2014,44313.4738095,53798.1171234,36487.5601364
Incidence,India,Female,45 to 49,Stroke,Number,2014,36348.3819854,44300.5624305,29875.8540221
Incidence,India,Male,50 to 54,Stroke,Number,2014,54653.1441667,62849.6669015,47469.5323153
Incidence,India,Female,50 to 54,Stroke,Number,2014,44062.6156826,51217.9725193,38087.4841662
Incidence,India,Male,55 to 59,Stroke,Number,2014,63170.8395092,74906.8312355,53198.122618
Incidence,India,Female,55 to 59,Stroke,Number,2014,51001.8507528,60773.1924439,42834.2503106
Incidence,India,Male,60 to 64,Stroke,Number,2014,72372.4789201,82830.1366902,63964.7606952
Incidence,India,Female,60 to 64,Stroke,Number,2014,61269.464172,70793.0845688,53984.3978215
Incidence,India,Male,65 to 69,Stroke,Number,2014,70381.1049354,82342.9696901,60047.3520766
Incidence,India,Female,65 to 69,Stroke,Number,2014,60820.1375967,71739.9721347,51243.7592323
Incidence,India,Male,70 to 74,Stroke,Number,2014,56202.288609,64858.7475541,48420.5036497
Incidence,India,Female,70 to 74,Stroke,Number,2014,57636.0922372,66372.5557775,49779.1379595
Incidence,India,Male,75 to 79,Stroke,Number,2014,37497.6191865,43662.3215205,31686.0385192
Incidence,India,Female,75 to 79,Stroke,Number,2014,52798.6811062,61527.8332181,44362.6137098
Incidence,India,Male,80 plus,Stroke,Number,2014,42551.0594645,47313.5484294,38368.7531629
Incidence,India,Female,80 plus,Stroke,Number,2014,62354.8701075,69506.4229942,56121.4369758
